age,sex,bmi,children,smoker,region
0.41977592526176855,0.9916160607179781,-1.1578194123862435,0.7468076829353266,0.5105028967079127,1.36950988289635
-1.296522264143161,-1.008454824013189,-2.165882308612153,-0.08134316048569426,0.5105028967079127,-1.3772181936818828
1.420949869081311,0.9916160607179781,-0.6930631420483241,-0.9094940039067151,0.5105028967079127,-0.4616421681558053
1.3494374445227721,0.9916160607179781,1.2052371170783889,-0.9094940039067151,0.5105028967079127,-1.3772181936818828
-0.5813980185577737,-1.008454824013189,-0.02293042126178156,1.5749585263563475,0.5105028967079127,1.36950988289635
-0.22383589576508006,0.9916160607179781,0.4524628763902095,0.7468076829353266,-1.9588527439290047,-1.3772181936818828
-0.2953483203236188,-1.008454824013189,-0.738065949915552,-0.9094940039067151,0.5105028967079127,1.36950988289635
1.635487142756927,-1.008454824013189,1.4016130059535665,-0.9094940039067151,0.5105028967079127,-1.3772181936818828
0.562800774378846,0.9916160607179781,-0.8468909216672126,0.7468076829353266,0.5105028967079127,1.36950988289635
1.0633877462886172,0.9916160607179781,-0.23485273467291057,-0.08134316048569426,0.5105028967079127,-1.3772181936818828
-0.22383589576508006,-1.008454824013189,-0.47377673280437627,-0.9094940039067151,0.5105028967079127,1.36950988289635
0.9918753217300784,0.9916160607179781,-1.5931192993928862,-0.9094940039067151,-1.9588527439290047,-0.4616421681558053
1.2779250199642334,0.9916160607179781,0.14808024863368494,-0.9094940039067151,0.5105028967079127,0.45393385737027225
-0.36686074488215753,0.9916160607179781,-1.5153871767131284,-0.9094940039067151,0.5105028967079127,1.36950988289635
-1.3680346887016999,0.9916160607179781,-0.5457812253919408,-0.9094940039067151,-1.9588527439290047,-1.3772181936818828
1.2064125954056946,0.9916160607179781,-1.7485835447524014,-0.9094940039067151,-1.9588527439290047,1.36950988289635
-1.4395471132602387,-1.008454824013189,-0.38049818558866705,-0.9094940039067151,-1.9588527439290047,0.45393385737027225
1.2064125954056946,0.9916160607179781,0.5056480129605705,-0.9094940039067151,0.5105028967079127,0.45393385737027225
-0.6529104431163125,0.9916160607179781,-0.4893231573403276,-0.08134316048569426,0.5105028967079127,1.36950988289635
-1.5110595378187772,0.9916160607179781,-0.3494053365167638,-0.9094940039067151,0.5105028967079127,1.36950988289635
-0.22383589576508006,0.9916160607179781,0.03925527688202439,-0.08134316048569426,0.5105028967079127,0.45393385737027225
-0.0808110466480026,-1.008454824013189,1.5570772513130813,-0.9094940039067151,0.5105028967079127,-0.4616421681558053
-0.0808110466480026,-1.008454824013189,1.6249905795490798,-0.08134316048569426,0.5105028967079127,0.45393385737027225
0.6343131989373848,-1.008454824013189,1.7338155513007403,2.403109369777368,0.5105028967079127,0.45393385737027225
-1.4395471132602387,-1.008454824013189,-1.9695064197369754,-0.9094940039067151,0.5105028967079127,-1.3772181936818828
-1.4395471132602387,0.9916160607179781,-0.7536123744515033,-0.08134316048569426,-1.9588527439290047,0.45393385737027225
-1.5110595378187772,0.9916160607179781,3.681209782646248,-0.9094940039067151,0.5105028967079127,-0.4616421681558053
-0.15232347120654133,0.9916160607179781,2.601142393832774,1.5749585263563475,0.5105028967079127,-0.4616421681558053
0.7058256234959235,-1.008454824013189,0.6766586828560375,-0.08134316048569426,0.5105028967079127,0.45393385737027225
-1.0104725659090061,-1.008454824013189,0.5490143550871721,-0.08134316048569426,0.5105028967079127,-0.4616421681558053
-1.5110595378187772,0.9916160607179781,-2.4015333752623653,-0.9094940039067151,0.5105028967079127,1.36950988289635
0.2767510761446911,0.9916160607179781,0.7650278328498671,0.7468076829353266,0.5105028967079127,-0.4616421681558053
-0.6529104431163125,0.9916160607179781,0.7633913671092398,-0.9094940039067151,-1.9588527439290047,-1.3772181936818828
-1.081984990467545,0.9916160607179781,-1.184002864236267,-0.9094940039067151,0.5105028967079127,-1.3772181936818828
0.062213802469074875,-1.008454824013189,0.9090368180249964,-0.9094940039067151,0.5105028967079127,-0.4616421681558053
0.848850472613001,0.9916160607179781,-1.3443765068176612,-0.9094940039067151,0.5105028967079127,1.36950988289635
0.41977592526176855,0.9916160607179781,-0.04502270876023925,-0.9094940039067151,-1.9588527439290047,-0.4616421681558053
1.2779250199642334,-1.008454824013189,-0.13502832449469557,-0.9094940039067151,-1.9588527439290047,-0.4616421681558053
1.7785119918740044,0.9916160607179781,-1.1250900975737135,-0.9094940039067151,-1.9588527439290047,-0.4616421681558053
-1.1534974150260837,-1.008454824013189,-0.38049818558866705,-0.9094940039067151,-1.9588527439290047,0.45393385737027225
